Descripcio_causa_mediata,Numero_expedient
No hi ha causa mediata,2019S003960    
No hi ha causa mediata,2019S000714    
No hi ha causa mediata,2019S001635    
No hi ha causa mediata,2019S007502    
No hi ha causa mediata,2019S006711    
Excés de velocitat o inadequada,2019S008814    
No hi ha causa mediata,2019S007389    
Alcoholèmia,2019S009422    
No hi ha causa mediata,2019S006456    
No hi ha causa mediata,2019S008817    
No hi ha causa mediata,2019S005731    
No hi ha causa mediata,2019S006658    
No hi ha causa mediata,2019S008815    
No hi ha causa mediata,2019S002047    
No hi ha causa mediata,2019S004817    
No hi ha causa mediata,2019S003569    
No hi ha causa mediata,2019S006722    
Alcoholèmia,2019S005634    
No hi ha causa mediata,2019S005700    
No hi ha causa mediata,2019S000212    
No hi ha causa mediata,2019S004907    
No hi ha causa mediata,2019S009520    
No hi ha causa mediata,2019S000755    
No hi ha causa mediata,2019S004649    
No hi ha causa mediata,2019S007036    
No hi ha causa mediata,2019S000190    
No hi ha causa mediata,2019S002448    
No hi ha causa mediata,2019S000596    
No hi ha causa mediata,2019S002358    
No hi ha causa mediata,2019S000117    
No hi ha causa mediata,2019S004141    
No hi ha causa mediata,2019S004215    
No hi ha causa mediata,2019S001430    
Calçada en mal estat,2019S005810    
No hi ha causa mediata,2019S005035    
Alcoholèmia,2019S002561    
No hi ha causa mediata,2019S009908    
No hi ha causa mediata,2019S006152    
No hi ha causa mediata,2019S000927    
No hi ha causa mediata,2019S004621    
No hi ha causa mediata,2019S001736    
No hi ha causa mediata,2019S004696    
No hi ha causa mediata,2019S000321    
No hi ha causa mediata,2019S001892    
No hi ha causa mediata,2019S009167    
No hi ha causa mediata,2019S004511    
No hi ha causa mediata,2019S003261    
No hi ha causa mediata,2019S004506    
No hi ha causa mediata,2019S004598    
No hi ha causa mediata,2019S000376    
No hi ha causa mediata,2019S009058    
No hi ha causa mediata,2019S002015    
No hi ha causa mediata,2019S007172    
No hi ha causa mediata,2019S001442    
No hi ha causa mediata,2019S007600    
No hi ha causa mediata,2019S009539    
No hi ha causa mediata,2019S009732    
No hi ha causa mediata,2019S009762    
No hi ha causa mediata,2019S001537    
No hi ha causa mediata,2019S008565    
No hi ha causa mediata,2019S002483    
No hi ha causa mediata,2019S000164    
No hi ha causa mediata,2019S006825    
No hi ha causa mediata,2019S006914    
No hi ha causa mediata,2019S003725    
No hi ha causa mediata,2019S002177    
No hi ha causa mediata,2019S003356    
No hi ha causa mediata,2019S001400    
No hi ha causa mediata,2019S004213    
No hi ha causa mediata,2019S005562    
No hi ha causa mediata,2019S005878    
No hi ha causa mediata,2019S009793    
Excés de velocitat o inadequada,2019S003053    
No hi ha causa mediata,2019S003651    
No hi ha causa mediata,2019S002668    
No hi ha causa mediata,2019S005933    
Alcoholèmia,2019S005757    
No hi ha causa mediata,2019S009963    
No hi ha causa mediata,2019S001404    
No hi ha causa mediata,2019S002538    
Alcoholèmia,2019S006155    
No hi ha causa mediata,2019S003868    
No hi ha causa mediata,2019S000082    
No hi ha causa mediata,2019S001525    
No hi ha causa mediata,2019S002070    
No hi ha causa mediata,2019S001429    
No hi ha causa mediata,2019S004393    
No hi ha causa mediata,2019S006442    
No hi ha causa mediata,2019S002215    
No hi ha causa mediata,2019S003904    
No hi ha causa mediata,2019S009258    
No hi ha causa mediata,2019S008731    
No hi ha causa mediata,2019S002069    
No hi ha causa mediata,2019S000971    
No hi ha causa mediata,2019S007893    
No hi ha causa mediata,2019S007061    
No hi ha causa mediata,2019S004379    
No hi ha causa mediata,2019S002624    
No hi ha causa mediata,2019S001658    
No hi ha causa mediata,2019S008001    
No hi ha causa mediata,2019S002480    
No hi ha causa mediata,2019S005458    
No hi ha causa mediata,2019S005877    
No hi ha causa mediata,2019S000031    
No hi ha causa mediata,2019S004769    
No hi ha causa mediata,2019S003407    
No hi ha causa mediata,2019S005389    
No hi ha causa mediata,2019S004170    
No hi ha causa mediata,2019S007416    
No hi ha causa mediata,2019S002093    
No hi ha causa mediata,2019S003164    
No hi ha causa mediata,2019S003392    
No hi ha causa mediata,2019S007618    
No hi ha causa mediata,2019S006071    
No hi ha causa mediata,2019S004618    
No hi ha causa mediata,2019S003381    
No hi ha causa mediata,2019S003239    
No hi ha causa mediata,2019S003973    
No hi ha causa mediata,2019S004889    
No hi ha causa mediata,2019S007119    
Alcoholèmia,2019S002725    
No hi ha causa mediata,2019S008259    
No hi ha causa mediata,2019S009693    
No hi ha causa mediata,2019S001842    
No hi ha causa mediata,2019S004065    
No hi ha causa mediata,2019S001253    
No hi ha causa mediata,2019S005233    
No hi ha causa mediata,2019S002230    
No hi ha causa mediata,2019S008558    
No hi ha causa mediata,2019S008586    
No hi ha causa mediata,2019S007253    
No hi ha causa mediata,2019S000902    
No hi ha causa mediata,2019S006843    
No hi ha causa mediata,2019S002504    
Alcoholèmia,2019S006549    
No hi ha causa mediata,2019S002328    
No hi ha causa mediata,2019S003247    
No hi ha causa mediata,2019S006023    
No hi ha causa mediata,2019S008705    
No hi ha causa mediata,2019S002630    
No hi ha causa mediata,2019S000587    
No hi ha causa mediata,2019S001935    
No hi ha causa mediata,2019S000116    
Alcoholèmia,2019S002292    
No hi ha causa mediata,2019S008871    
No hi ha causa mediata,2019S000412    
Alcoholèmia,2019S002943    
Alcoholèmia,2019S004531    
No hi ha causa mediata,2019S003387    
No hi ha causa mediata,2019S007257    
No hi ha causa mediata,2019S000563    
No hi ha causa mediata,2019S006547    
No hi ha causa mediata,2019S004972    
No hi ha causa mediata,2019S001173    
No hi ha causa mediata,2019S007146    
No hi ha causa mediata,2019S007371    
No hi ha causa mediata,2019S004234    
No hi ha causa mediata,2019S003943    
No hi ha causa mediata,2019S005194    
No hi ha causa mediata,2019S004637    
No hi ha causa mediata,2019S002179    
No hi ha causa mediata,2019S006540    
Alcoholèmia,2019S002915    
No hi ha causa mediata,2019S002906    
No hi ha causa mediata,2019S009401    
No hi ha causa mediata,2019S005000    
No hi ha causa mediata,2019S005224    
No hi ha causa mediata,2019S003566    
Excés de velocitat o inadequada,2019S006395    
No hi ha causa mediata,2019S008238    
No hi ha causa mediata,2019S002829    
No hi ha causa mediata,2019S001966    
No hi ha causa mediata,2019S008554    
No hi ha causa mediata,2019S003598    
No hi ha causa mediata,2019S000788    
No hi ha causa mediata,2019S006728    
No hi ha causa mediata,2019S004292    
No hi ha causa mediata,2019S007144    
No hi ha causa mediata,2019S008399    
No hi ha causa mediata,2019S007834    
No hi ha causa mediata,2019S008253    
No hi ha causa mediata,2019S003796    
No hi ha causa mediata,2019S009503    
No hi ha causa mediata,2019S008055    
No hi ha causa mediata,2019S007226    
No hi ha causa mediata,2019S003445    
No hi ha causa mediata,2019S001038    
No hi ha causa mediata,2019S009319    
No hi ha causa mediata,2019S008799    
No hi ha causa mediata,2019S001459    
No hi ha causa mediata,2019S002159    
No hi ha causa mediata,2019S000677    
No hi ha causa mediata,2019S001693    
No hi ha causa mediata,2019S008492    
No hi ha causa mediata,2019S001701    
No hi ha causa mediata,2019S007393    
No hi ha causa mediata,2019S006638    
No hi ha causa mediata,2019S001648    
No hi ha causa mediata,2019S009360    
No hi ha causa mediata,2019S008066    
No hi ha causa mediata,2019S005229    
No hi ha causa mediata,2019S009332    
No hi ha causa mediata,2019S008213    
No hi ha causa mediata,2019S006554    
No hi ha causa mediata,2019S002776    
Alcoholèmia,2019S008150    
No hi ha causa mediata,2019S004906    
No hi ha causa mediata,2019S009953    
No hi ha causa mediata,2019S006624    
No hi ha causa mediata,2019S004294    
No hi ha causa mediata,2019S000330    
No hi ha causa mediata,2019S008935    
No hi ha causa mediata,2019S006150    
Alcoholèmia,2019S003236    
No hi ha causa mediata,2019S008636    
No hi ha causa mediata,2019S004900    
Calçada en mal estat,2019S005660    
No hi ha causa mediata,2019S004492    
No hi ha causa mediata,2019S008459    
No hi ha causa mediata,2019S003970    
No hi ha causa mediata,2019S004555    
Calçada en mal estat,2019S005280    
No hi ha causa mediata,2019S002174    
No hi ha causa mediata,2019S002144    
Calçada en mal estat,2019S004605    
No hi ha causa mediata,2019S001974    
No hi ha causa mediata,2019S008438    
No hi ha causa mediata,2019S003112    
No hi ha causa mediata,2019S000550    
No hi ha causa mediata,2019S001610    
No hi ha causa mediata,2019S006180    
No hi ha causa mediata,2019S000071    
No hi ha causa mediata,2019S001052    
No hi ha causa mediata,2019S001631    
No hi ha causa mediata,2019S006682    
No hi ha causa mediata,2019S004489    
No hi ha causa mediata,2019S006967    
No hi ha causa mediata,2019S009089    
No hi ha causa mediata,2019S005582    
Alcoholèmia,2019S009128    
No hi ha causa mediata,2019S001592    
No hi ha causa mediata,2019S001908    
No hi ha causa mediata,2019S000802    
No hi ha causa mediata,2019S005089    
No hi ha causa mediata,2019S006447    
No hi ha causa mediata,2019S007292    
No hi ha causa mediata,2019S008807    
No hi ha causa mediata,2019S008523    
Alcoholèmia,2019S002013    
No hi ha causa mediata,2019S000575    
No hi ha causa mediata,2019S000779    
No hi ha causa mediata,2019S006280    
No hi ha causa mediata,2019S008724    
No hi ha causa mediata,2019S004266    
No hi ha causa mediata,2019S000741    
Alcoholèmia,2019S005693    
No hi ha causa mediata,2019S008866    
No hi ha causa mediata,2019S000405    
No hi ha causa mediata,2019S008993    
No hi ha causa mediata,2019S005565    
No hi ha causa mediata,2019S007507    
No hi ha causa mediata,2019S010020    
No hi ha causa mediata,2019S008413    
No hi ha causa mediata,2019S006521    
No hi ha causa mediata,2019S007022    
No hi ha causa mediata,2019S008445    
No hi ha causa mediata,2019S006510    
No hi ha causa mediata,2019S005475    
No hi ha causa mediata,2019S002135    
No hi ha causa mediata,2019S009950    
No hi ha causa mediata,2019S005533    
Drogues o medicaments,2019S001273    
Excés de velocitat o inadequada,2019S006879    
No hi ha causa mediata,2019S006704    
No hi ha causa mediata,2019S008425    
No hi ha causa mediata,2019S008837    
No hi ha causa mediata,2019S004138    
No hi ha causa mediata,2019S005927    
No hi ha causa mediata,2019S006302    
No hi ha causa mediata,2019S001220    
Objectes o animals a la calçada,2019S009668    
No hi ha causa mediata,2019S000824    
No hi ha causa mediata,2019S009461    
No hi ha causa mediata,2019S006794    
Alcoholèmia,2019S007829    
No hi ha causa mediata,2019S000576    
No hi ha causa mediata,2019S009283    
No hi ha causa mediata,2019S001793    
No hi ha causa mediata,2019S003939    
No hi ha causa mediata,2019S003160    
No hi ha causa mediata,2019S002496    
No hi ha causa mediata,2019S000364    
No hi ha causa mediata,2019S000167    
No hi ha causa mediata,2019S002351    
No hi ha causa mediata,2019S003271    
No hi ha causa mediata,2019S000994    
No hi ha causa mediata,2019S001745    
No hi ha causa mediata,2019S001198    
No hi ha causa mediata,2019S004716    
No hi ha causa mediata,2019S008805    
No hi ha causa mediata,2019S005281    
No hi ha causa mediata,2019S002344    
No hi ha causa mediata,2019S002851    
No hi ha causa mediata,2019S002353    
No hi ha causa mediata,2019S009193    
No hi ha causa mediata,2019S008773    
No hi ha causa mediata,2019S003518    
No hi ha causa mediata,2019S006445    
No hi ha causa mediata,2019S004384    
No hi ha causa mediata,2019S001234    
Alcoholèmia,2019S008987    
No hi ha causa mediata,2019S005221    
No hi ha causa mediata,2019S001568    
No hi ha causa mediata,2019S000522    
No hi ha causa mediata,2019S001240    
No hi ha causa mediata,2019S008745    
No hi ha causa mediata,2019S003688    
No hi ha causa mediata,2019S009037    
No hi ha causa mediata,2019S001827    
No hi ha causa mediata,2019S007504    
No hi ha causa mediata,2019S006080    
No hi ha causa mediata,2019S008576    
Calçada en mal estat,2019S003677    
No hi ha causa mediata,2019S007675    
No hi ha causa mediata,2019S007520    
No hi ha causa mediata,2019S002150    
Alcoholèmia,2019S002467    
No hi ha causa mediata,2019S007879    
No hi ha causa mediata,2019S000568    
No hi ha causa mediata,2019S006187    
Alcoholèmia,2019S000883    
No hi ha causa mediata,2019S000407    
No hi ha causa mediata,2019S007429    
No hi ha causa mediata,2019S006040    
No hi ha causa mediata,2019S008390    
No hi ha causa mediata,2019S003656    
Alcoholèmia,2019S003006    
No hi ha causa mediata,2019S002950    
No hi ha causa mediata,2019S004951    
No hi ha causa mediata,2019S005880    
No hi ha causa mediata,2019S009340    
No hi ha causa mediata,2019S009551    
No hi ha causa mediata,2019S007919    
No hi ha causa mediata,2019S008784    
No hi ha causa mediata,2019S000124    
No hi ha causa mediata,2019S001913    
No hi ha causa mediata,2019S009756    
Alcoholèmia,2019S001775    
No hi ha causa mediata,2019S009194    
No hi ha causa mediata,2019S005516    
No hi ha causa mediata,2019S008046    
No hi ha causa mediata,2019S008326    
Alcoholèmia,2019S008451    
No hi ha causa mediata,2019S000472    
No hi ha causa mediata,2019S010037    
No hi ha causa mediata,2019S002989    
Alcoholèmia,2019S002855    
No hi ha causa mediata,2019S004532    
